width,depth,curvature,point_count,label
0.0767,0.0052,7.0946,5,
0.2736,0.0183,1.9588,8,
0.3788,0.0022,0.6467,10,
0.1514,0.0219,7.3030,6,
0.1110,0.0404,19.0258,6,
0.1947,0.0712,14.1192,8,
0.2181,0.0033,0.6198,7,
0.1336,0.0029,1.3418,5,
0.4312,0.0095,0.3794,12,
0.2861,0.0350,3.5728,10,
0.0200,0.0055,121.8917,10,
0.0704,0.0065,9.8813,5,
0.2213,0.0072,1.1186,6,
0.1503,0.0019,0.6868,4,
0.4123,0.0056,0.4430,11,
0.1078,0.0436,18.6526,7,
0.1386,0.0205,8.0665,6,
0.1886,0.0805,14.4237,8,
0.2511,0.0045,0.6378,8,
0.1365,0.0004,0.3089,5,
0.3116,0.0027,0.4459,9,
0.3379,0.0523,3.6418,13,
0.0200,0.0039,95.0382,10,
0.0814,0.0077,8.6372,5,
0.3678,0.0015,0.1141,10,
0.2316,0.0316,4.3745,7,
0.0461,0.0017,31.4546,5,
0.1902,0.0283,13.2648,8,
0.2480,0.0108,1.6102,8,
0.1388,0.0067,2.7705,5,
0.1530,0.0038,1.4939,5,
0.2995,0.1424,7.4863,16,
0.0177,0.0042,130.2243,10,
0.0528,0.0015,4.7787,4,
0.3771,0.0025,0.1305,10,
0.1020,0.0449,20.0952,6,
0.1650,0.0125,7.2068,7,
0.1625,0.0639,15.8593,7,
0.2796,0.0161,1.8863,9,
0.1754,0.0087,2.2067,6,
0.3292,0.1250,6.8078,16,
0.1849,0.0019,0.4261,5,
0.0210,0.0036,109.0180,10,
0.1107,0.0059,3.8029,5,
0.1518,0.0009,9.1206,4,
0.3727,0.0022,0.2191,10,
0.0993,0.0410,19.8213,6,
0.1440,0.1090,15.6432,6,
0.2082,0.0895,12.8550,8,
0.2426,0.0065,0.9442,8,
0.1729,0.0017,0.4286,6,
0.2193,0.0460,7.4906,12,
0.3602,0.0011,0.3060,9,
0.0201,0.0033,111.7310,9,
0.1516,0.0015,0.5384,4,
0.3749,0.0024,0.1363,10,
0.1363,0.0189,11.6856,6,
0.0466,0.0039,34.0951,4,
0.1739,0.0426,15.7154,7,
0.2585,0.0108,1.4474,8,
0.1346,0.0009,0.3800,5,
0.1312,0.0349,12.8770,8,
0.5326,0.0012,0.0938,13,
0.0206,0.0031,75.4607,10,
0.2026,0.0023,0.5477,5,
0.3799,0.0031,0.2489,10,
0.1020,0.0464,20.8950,7,
0.1422,0.0237,8.9553,6,
0.1954,0.0757,14.2228,8,
0.2543,0.0032,0.4095,8,
0.1009,0.0112,8.3777,5,
0.6966,0.0053,0.1094,17,
0.0191,0.0044,114.9110,9,
0.1511,0.0010,0.3606,4,
0.3789,0.0039,0.2850,10,
0.1491,0.0121,4.5148,6,
0.1060,0.0414,19.0478,5,
0.1935,0.0275,11.6311,8,
0.2977,0.0112,1.1028,9,
0.0743,0.0059,9.0709,4,
0.7706,0.0069,0.1047,19,
0.0204,0.0044,105.7438,9,
0.1045,0.0253,14.5733,6,
0.1494,0.0010,0.3430,4,
0.3721,0.0024,0.2454,10,
0.1101,0.0432,18.3942,6,
0.1229,0.0163,7.9796,5,
0.1865,0.0762,13.9171,8,
0.1840,0.0004,2.0854,6,
0.1275,0.0220,9.5342,6,
0.8500,0.0103,0.5568,22,
0.0219,0.0036,110.5153,9,
0.2616,0.0730,7.6330,13,
0.0548,0.0150,31.0667,7,
0.0888,0.0111,11.9889,7,
0.3840,0.0023,0.1510,10,
0.1047,0.0432,19.6660,6,
0.2316,0.0300,4.4012,7,
0.1911,0.0608,14.4959,8,
0.1170,0.0498,19.0772,5,
0.1060,0.0092,6.3378,5,
0.9111,0.0084,0.6252,23,
0.0201,0.0033,108.0490,9,
0.2615,0.0755,8.0467,13,
0.0710,0.0076,11.0625,7,
0.0981,0.0078,24.8613,11,
0.3753,0.0042,0.2356,10,
0.1119,0.0415,18.0262,6,
0.1390,0.0158,6.4137,6,
0.1895,0.0894,13.8249,8,
0.1941,0.0491,10.6884,8,
0.0921,0.0112,9.9451,6,
0.8630,0.0036,0.1423,22,
0.1630,0.0405,11.0477,7,
0.0182,0.0043,118.1543,10,
0.2854,0.0635,7.3796,14,
0.0914,0.0145,15.2018,7,
0.1322,0.0108,25.9333,13,
0.2554,0.0039,1.4965,6,
0.3759,0.0028,0.5444,10,
0.1468,0.0246,8.5671,6,
0.1090,0.0403,19.1110,6,
0.3643,0.0201,2.8113,13,
0.9173,0.0112,0.1558,23,
0.1651,0.0412,10.8229,8,
0.0201,0.0037,115.5046,9,
0.2855,0.0580,7.1554,14,
0.0518,0.0045,12.4921,4,
0.1495,0.0109,12.3865,15,
0.3625,0.0032,0.5482,10,
0.2291,0.0337,4.3217,7,
0.3617,0.0601,3.9013,16,
0.1371,0.0005,0.6130,5,
0.8693,0.0060,0.0764,22,
0.1627,0.0625,12.2581,8,
0.0200,0.0047,112.3728,10,
0.3077,0.0663,7.0042,14,
0.1815,0.0137,15.2626,17,
0.2049,0.0034,5.9121,5,
0.3433,0.0032,0.3879,9,
0.1126,0.0065,14.4651,6,
0.1204,0.0027,1.4942,5,
0.2685,0.0985,8.5992,15,
0.1722,0.0029,0.8009,6,
0.8718,0.0080,0.1920,22,
0.1621,0.0550,11.8740,8,
0.0205,0.0030,98.2114,9,
0.2979,0.0475,6.9310,14,
0.1639,0.0075,3.9195,16,
0.1505,0.0021,0.7946,4,
0.3359,0.0008,0.8595,9,
0.1009,0.0430,19.7525,5,
0.1089,0.0476,19.0674,4,
0.2103,0.0497,11.7513,11,
0.1746,0.0085,2.2664,6,
0.8785,0.0097,0.1117,22,
0.0680,0.0002,0.5556,4,
0.0177,0.0044,136.2953,10,
0.3155,0.0489,8.8043,14,
0.1766,0.0060,4.6392,17,
0.1526,0.0029,1.0301,4,
0.3851,0.0032,0.8771,10,
0.1083,0.0430,20.5540,7,
0.2063,0.0308,7.9667,8,
0.1805,0.0500,14.0495,8,
0.1779,0.0116,2.9227,6,
0.1366,0.0033,1.3746,5,
0.9166,0.0163,0.1556,23,
0.0224,0.0033,79.7865,10,
0.3169,0.0348,9.0052,14,
0.1780,0.0047,3.3228,17,
0.2026,0.0033,1.2936,5,
0.3317,0.0051,0.4128,9,
0.1029,0.0445,20.7959,6,
0.2890,0.1382,7.9578,13,
0.2545,0.0032,0.5422,8,
0.1328,0.0031,1.6731,5,
0.8475,0.0060,0.3937,22,
0.0202,0.0036,99.7246,10,
0.2987,0.0339,11.1527,13,
0.1805,0.0069,3.4167,18,
0.3673,0.0023,0.1601,10,
0.1078,0.0439,19.7443,6,
0.1592,0.0138,7.1027,9,
0.1596,0.0289,15.4276,7,
0.2543,0.0078,1.1041,8,
0.1364,0.0006,0.3267,5,
0.8713,0.0065,0.0688,22,
0.0176,0.0045,111.4337,10,
0.3069,0.0377,8.0574,13,
0.1914,0.0071,3.6063,19,
0.3831,0.0011,0.2004,10,
0.0981,0.0395,20.4636,6,
0.1369,0.0354,20.9520,8,
0.1896,0.0613,14.8191,8,
0.2661,0.0153,1.8323,9,
0.1407,0.0026,1.0784,5,
0.8706,0.0028,0.1826,22,
0.0621,0.0035,7.0281,4,
0.0589,0.0015,3.6579,4,
0.0200,0.0040,88.0744,10,
0.3091,0.0332,8.8699,13,
0.1787,0.0111,5.0197,18,
0.4002,0.0026,1.3447,11,
0.1147,0.0109,6.4503,5,
0.0520,0.0110,38.2198,6,
0.1803,0.0505,15.5439,7,
0.2841,0.0135,1.3717,9,
0.1677,0.0036,3.9196,6,
0.8607,0.0061,0.1442,22,
0.2466,0.0385,8.3943,15,
0.2850,0.0349,10.8666,12,
0.1672,0.0140,5.5459,17,
0.2175,0.0027,0.4555,6,
0.1183,0.0111,6.1948,5,
0.2014,0.0891,13.0550,8,
0.2470,0.0037,0.4996,8,
0.1344,0.0053,2.3690,5,
0.8701,0.0144,0.2454,22,
0.0647,0.0020,4.0404,4,
0.0205,0.0028,81.4848,8,
0.2996,0.0450,10.5222,12,
0.1732,0.0078,6.2286,18,
0.1453,0.0144,9.2165,8,
0.1107,0.0467,19.2312,7,
0.2301,0.0365,4.6815,7,
0.1888,0.0278,15.4744,8,
0.2704,0.0129,1.4567,9,
0.1340,0.0008,0.3780,5,
0.8784,0.0108,0.1184,22,
0.2663,0.0453,8.4788,18,
0.1028,0.0083,7.3735,4,
0.2958,0.0512,8.3483,12,
0.1707,0.0077,6.2199,18,
0.2529,0.0035,0.7466,6,
0.1994,0.0210,5.3530,10,
0.1398,0.0088,18.2204,6,
0.1647,0.0438,16.4158,7,
0.2901,0.0163,1.5681,9,
0.1674,0.0052,1.4643,6,
0.8758,0.0118,0.1158,22,
0.0958,0.0034,4.3491,4,
0.0200,0.0041,120.2300,8,
0.2782,0.0456,9.4991,11,
0.1760,0.0110,8.8099,18,
0.3020,0.0419,3.9015,15,
0.1042,0.0414,20.9186,5,
0.2240,0.0422,5.8412,7,
0.1883,0.0964,13.4581,8,
0.2674,0.0032,0.3607,8,
0.1727,0.0074,1.9458,6,
0.8996,0.0049,0.2061,23,
0.2505,0.0423,7.9731,18,
0.0785,0.0042,5.6246,5,
0.2671,0.0469,9.4812,11,
0.1782,0.0071,5.4926,18,
0.3133,0.0459,3.7437,15,
0.1653,0.0017,0.9634,5,
0.1463,0.0161,5.7818,6,
0.1868,0.0696,14.5045,8,
0.2458,0.0075,1.1055,8,
0.1347,0.0018,0.8037,5,
0.8773,0.0058,0.0650,22,
0.0436,0.0008,8.1971,4,
0.0761,0.0059,10.5316,5,
0.0225,0.0060,108.5194,10,
0.1969,0.0294,16.2952,9,
0.1924,0.0112,8.2130,19,
0.3258,0.0814,5.0358,17,
0.3815,0.0067,0.4024,10,
0.1099,0.0396,18.9104,6,
0.1463,0.0283,9.5819,6,
0.1905,0.0966,13.4175,8,
0.2040,0.0040,0.8643,7,
0.1755,0.0036,0.8966,6,
0.8556,0.0087,0.6751,22,
0.0430,0.0045,18.5901,4,
0.0741,0.0067,11.5201,5,
0.0200,0.0034,113.0010,9,
0.2113,0.0594,9.0063,9,
0.1954,0.0072,3.1181,20,
0.3428,0.1372,5.7689,17,
0.3453,0.0035,0.3167,9,
0.1053,0.0416,20.0393,6,
0.1459,0.0089,3.6822,6,
0.1732,0.0522,15.2495,7,
0.2768,0.0161,1.6858,9,
0.1689,0.0029,1.0937,6,
0.8676,0.0095,0.1461,22,
0.0814,0.0089,11.7320,5,
0.0205,0.0030,99.9365,9,
0.1818,0.0593,10.6548,8,
0.2038,0.0075,3.5404,20,
0.3751,0.1382,5.5951,18,
0.2014,0.0035,0.7502,5,
0.3465,0.0053,0.3616,9,
0.1423,0.0398,15.9390,7,
0.1743,0.0892,14.2975,7,
0.1996,0.0864,13.5478,8,
0.2534,0.0046,0.6469,8,
0.1345,0.0023,1.0248,5,
0.8739,0.0130,0.2740,22,
0.0711,0.0036,11.5886,4,
0.0191,0.0037,119.6639,9,
0.1595,0.0581,11.8560,7,
0.2036,0.0082,4.9366,20,
0.3835,0.1597,5.5311,18,
0.1494,0.0008,0.4522,4,
0.3391,0.0016,0.3265,9,
0.1060,0.0425,20.0180,6,
0.2354,0.0332,4.5237,7,
0.1977,0.0607,14.2879,8,
0.2639,0.0068,0.8008,8,
0.1366,0.0003,0.2160,5,
0.8777,0.0081,0.1518,22,
0.0442,0.0101,35.6794,4,
0.0713,0.0062,16.0053,4,
0.0210,0.0029,110.6589,9,
0.1534,0.0238,7.5785,6,
0.2988,0.0062,1.7915,21,
0.3827,0.1421,5.3166,17,
0.3829,0.0028,0.1603,10,
0.1020,0.0458,20.1255,7,
0.2344,0.0365,4.7936,7,
0.1883,0.0467,15.0424,8,
0.2837,0.0129,1.2993,9,
0.1367,0.0029,1.2196,5,
0.8574,0.0075,0.3839,22,
0.0728,0.0054,20.5339,4,
0.0191,0.0037,109.3011,10,
0.1094,0.0184,11.2688,5,
0.2028,0.0065,9.8169,21,
0.1008,0.0097,18.6098,4,
0.3988,0.1301,4.7030,16,
0.3889,0.0031,0.2398,10,
0.1009,0.0434,20.4382,6,
0.1454,0.0225,7.9571,6,
0.1881,0.0632,14.3858,8,
0.2447,0.0042,0.5529,8,
0.1354,0.0058,2.5019,5,
0.9051,0.0123,0.1155,23,
0.2610,0.0447,8.0268,17,
0.0484,0.0070,23.5892,4,
0.0854,0.0068,24.0667,6,
0.0809,0.0028,3.5012,4,
0.3088,0.0092,2.5071,24,
0.4231,0.1244,4.2624,17,
0.4094,0.0064,0.3799,11,
0.1342,0.0195,13.6446,6,
0.1627,0.0712,15.2955,7,
0.2818,0.0113,1.1781,9,
0.1724,0.0004,0.1534,6,
0.8771,0.0059,0.0688,22,
0.2559,0.0389,7.9660,16,
0.0646,0.0031,8.0225,4,
0.1003,0.0043,3.8277,4,
0.3008,0.0097,2.4691,24,
0.0451,0.0089,30.1617,4,
0.4013,0.1068,4.2519,16,
0.4108,0.0013,0.5693,11,
0.1371,0.0177,16.7893,6,
0.1900,0.0724,14.4129,8,
0.2439,0.0039,0.5471,8,
0.1754,0.0018,0.4752,6,
0.8543,0.0061,0.1897,22,
0.2594,0.0410,8.7975,17,
0.0668,0.0048,11.6781,4,
0.2974,0.0066,3.0836,25,
0.0583,0.0232,34.3501,5,
0.3790,0.1016,4.5137,14,
0.3677,0.0026,1.0881,10,
0.1419,0.0106,4.0696,6,
0.1841,0.0489,14.1010,7,
0.2566,0.0111,1.3438,8,
0.1347,0.0009,0.3797,5,
0.9148,0.0124,0.1709,23,
0.2633,0.0466,7.4379,16,
0.0790,0.0034,26.6949,6,
0.0813,0.0153,16.4599,4,
0.3039,0.0161,4.3459,25,
0.0511,0.0022,6.3801,5,
0.3198,0.0563,4.0232,10,
0.3899,0.0031,0.1740,10,
0.2268,0.0397,5.5783,7,
0.1687,0.0870,14.6343,7,
0.2477,0.0060,0.7950,8,
0.1347,0.0009,0.3795,5,
0.8732,0.0191,0.1893,22,
0.0615,0.0061,18.1122,4,
0.0200,0.0033,117.1341,9,
0.2935,0.0054,3.4912,25,
0.0643,0.0097,18.0207,6,
0.2485,0.0112,1.4977,6,
0.2051,0.0024,0.7330,5,
0.3851,0.0025,0.1849,10,
0.1456,0.0138,4.9874,6,
0.1142,0.0398,18.6480,6,
0.1644,0.0859,15.1663,7,
0.2153,0.0017,0.3110,7,
0.1373,0.0019,0.8687,5,
0.8597,0.0073,0.5866,22,
0.0639,0.0066,12.9946,5,
0.0201,0.0039,94.4030,10,
0.3127,0.0188,9.7229,25,
0.0648,0.0076,15.1273,6,
0.3862,0.0039,0.2669,10,
0.2136,0.0252,4.2548,7,
0.0473,0.0067,44.3052,5,
0.1603,0.0940,14.6967,7,
0.2481,0.0082,1.2039,8,
0.1356,0.0043,1.8394,5,
0.8675,0.0086,0.0874,22,
0.2548,0.0427,8.0712,16,
0.0757,0.0065,22.4362,5,
0.3067,0.0141,10.6979,25,
0.0659,0.0085,15.6488,6,
0.1517,0.0042,1.5459,4,
0.3823,0.0038,0.2500,10,
0.1391,0.0113,4.3302,6,
0.1877,0.0720,14.0135,8,
0.2135,0.0032,0.6303,7,
0.1701,0.0074,2.1263,6,
0.8572,0.0099,0.4133,22,
0.0768,0.0238,25.5000,4,
0.0694,0.0057,10.5515,5,
0.0210,0.0031,106.6074,10,
0.3148,0.0187,4.5779,27,
0.0669,0.0165,24.3688,6,
0.2027,0.0021,0.7178,5,
0.4204,0.0074,1.9904,11,
0.2320,0.0292,4.0880,7,
0.1092,0.0420,18.5170,6,
0.1627,0.0725,15.7620,7,
0.2779,0.0142,1.5564,9,
0.1417,0.0064,2.7062,5,
0.8583,0.0061,0.1599,22,
0.2512,0.0419,8.0554,18,
0.0685,0.0052,25.5004,4,
0.3132,0.0084,4.7234,28,
0.0642,0.0123,21.6743,6,
0.1496,0.0006,0.2032,4,
0.3728,0.0032,0.2523,10,
0.2243,0.0377,5.3570,7,
0.1627,0.1106,13.9175,7,
0.2310,0.0055,0.9012,7,
0.1350,0.0030,2.6617,5,
0.8733,0.0045,0.0754,22,
0.0802,0.0055,15.4379,6,
0.0229,0.0040,99.8044,9,
0.3063,0.0085,7.3145,26,
0.0660,0.0172,26.0866,6,
0.2036,0.0025,1.1141,5,
0.3644,0.0024,2.0934,10,
0.2313,0.0323,4.4892,7,
0.0457,0.0095,45.5782,5,
0.1838,0.0485,13.7661,7,
0.2889,0.0125,1.2021,9,
0.1352,0.0019,0.9321,5,
0.8577,0.0058,0.3904,22,
0.0674,0.0028,16.1556,4,
0.0197,0.0046,120.9508,8,
0.3096,0.0106,10.9911,24,
0.0656,0.0145,22.3664,6,
0.1493,0.0006,0.2039,4,
0.4230,0.0026,1.8280,11,
0.1037,0.0387,20.7427,8,
0.1736,0.0191,4.8316,7,
0.1445,0.0693,16.2230,6,
0.2896,0.0149,1.6701,9,
0.1719,0.0055,1.5582,6,
0.8785,0.0093,0.0945,22,
0.2593,0.0459,8.0384,19,
0.0677,0.0036,18.6645,4,
0.3007,0.0128,5.0251,24,
0.0665,0.0115,18.1952,6,
0.3855,0.0010,0.2768,10,
0.2250,0.0284,5.2570,7,
0.1624,0.0848,15.2998,7,
0.2383,0.0094,1.4617,8,
0.1347,0.0009,0.3795,5,
0.8798,0.0064,0.0862,22,
0.2498,0.0401,7.8825,18,
0.0797,0.0034,17.1046,5,
0.3018,0.0066,2.4875,23,
0.0552,0.0068,18.1154,5,
0.2017,0.0021,3.3554,5,
0.3817,0.0023,0.1561,10,
0.2105,0.0928,10.9502,8,
0.1611,0.1122,14.2791,7,
0.2180,0.0020,0.3658,7,
0.1689,0.0039,1.1031,6,
0.8829,0.0138,0.1946,22,
0.0668,0.0063,20.1098,4,
0.0191,0.0038,110.1662,10,
0.2975,0.0117,11.3454,24,
0.0454,0.0036,13.6248,4,
0.1498,0.0003,4.3736,4,
0.3827,0.0035,0.2130,10,
0.1020,0.0425,20.1246,8,
0.2278,0.0310,4.7491,7,
0.1621,0.0815,15.4699,7,
0.2348,0.0126,1.8207,8,
0.1354,0.0033,1.5154,5,
0.8663,0.0070,0.0786,22,
0.0678,0.0061,26.0270,4,
0.0233,0.0029,88.3011,10,
0.3049,0.0104,6.8695,25,
0.1519,0.0015,0.5369,4,
0.3907,0.0057,0.3391,10,
0.1115,0.0407,19.7159,7,
0.2015,0.0822,10.7816,8,
0.1357,0.0630,18.0253,6,
0.2748,0.0155,1.7777,9,
0.1695,0.0122,3.4199,6,
0.8539,0.0111,0.2969,22,
0.0688,0.0041,33.6663,4,
0.0207,0.0031,90.2868,10,
0.3006,0.0158,6.2103,23,
0.3979,0.0053,0.3166,11,
0.1046,0.0469,19.2887,7,
0.1495,0.0128,4.8617,6,
0.1368,0.0525,18.7920,6,
0.3188,0.0130,1.2471,9,
0.1338,0.0012,0.5187,5,
0.8546,0.0045,0.1102,22,
0.2569,0.0451,7.4206,17,
0.0708,0.0049,27.0352,4,
0.2988,0.0101,9.3883,23,
0.3774,0.0028,0.3435,10,
0.2327,0.0379,5.0539,7,
0.1716,0.0851,14.5078,7,
0.2450,0.0090,1.3085,8,
0.1347,0.0003,0.2218,5,
0.8742,0.0083,0.0798,22,
0.0719,0.0042,10.4890,4,
0.0200,0.0035,115.6507,10,
0.2889,0.0125,4.0837,21,
0.3823,0.0035,0.3601,10,
0.1029,0.0447,19.5549,8,
0.1497,0.0230,7.9257,6,
0.1671,0.0780,15.4481,7,
0.2515,0.0057,0.7808,8,
0.1355,0.0009,0.3815,5,
0.8775,0.0089,0.1037,22,
0.2558,0.0454,7.3567,17,
0.0713,0.0040,8.3187,5,
0.3009,0.0122,4.9371,22,
0.3848,0.0020,0.1885,10,
0.2006,0.1067,11.6173,8,
0.1622,0.1137,13.8934,7,
0.2449,0.0015,0.2707,8,
0.1357,0.0023,1.0112,5,
0.8652,0.0137,0.1483,22,
0.1633,0.0282,12.8095,12,
0.0717,0.0031,19.0255,4,
0.0706,0.0042,6.8086,4,
0.2818,0.0089,5.4694,20,
0.0414,0.0035,17.9519,4,
0.4093,0.0026,0.1365,11,
0.2199,0.0250,4.3029,7,
0.0501,0.0107,37.6820,5,
0.1628,0.0751,15.9580,7,
0.3018,0.0087,0.7953,9,
0.1725,0.0078,2.1256,6,
0.8621,0.0062,0.4151,22,
0.2566,0.0451,7.1544,18,
0.0793,0.0034,21.8161,5,
0.1237,0.0302,13.0105,6,
0.2989,0.0156,5.1456,21,
0.0509,0.0047,15.3986,5,
0.3815,0.0024,0.3412,10,
0.2336,0.0377,5.0099,7,
0.1598,0.0478,15.9575,7,
0.2490,0.0141,1.7971,8,
0.1371,0.0004,0.3037,5,
0.8723,0.0045,0.0594,22,
0.1618,0.0332,12.3674,12,
0.0811,0.0042,26.1658,5,
0.1785,0.0527,10.2678,8,
0.2949,0.0115,3.7760,20,
0.0715,0.0159,20.2918,6,
0.3759,0.0036,0.3191,10,
0.2266,0.0309,4.7015,7,
0.0451,0.0075,46.3449,5,
0.1628,0.1139,13.8541,7,
0.2427,0.0045,0.6070,8,
0.1382,0.0039,1.7588,5,
0.9054,0.0162,3.6838,23,
0.0834,0.0078,10.9134,6,
0.0191,0.0033,115.3752,9,
0.2546,0.0376,8.4841,11,
0.2844,0.0061,13.6684,20,
0.0582,0.0030,32.7532,5,
0.4051,0.0043,0.2822,11,
0.1369,0.0064,21.0174,6,
0.1126,0.0399,17.6914,5,
0.1366,0.0594,18.9027,6,
0.2920,0.0163,1.9119,9,
0.1365,0.0039,1.9195,5,
0.8868,0.0081,0.1451,22,
0.2729,0.0432,8.4394,19,
0.0822,0.0012,5.2177,5,
0.3127,0.0493,8.9413,13,
0.2895,0.0104,8.1069,20,
0.2518,0.0029,0.8281,6,
0.4105,0.0059,1.2455,11,
0.1339,0.0191,12.7420,6,
0.1516,0.0552,17.1408,6,
0.2927,0.0155,1.4765,9,
0.1350,0.0033,1.3972,5,
0.8658,0.0072,0.4011,22,
0.2723,0.0444,7.3514,17,
0.0697,0.0035,7.9259,4,
0.3304,0.0313,6.8924,13,
0.3054,0.0152,4.2424,21,
0.3802,0.0016,0.1518,10,
0.2042,0.0222,5.3309,7,
0.1646,0.1041,14.6528,7,
0.2414,0.0064,0.8792,8,
0.1674,0.0013,0.3782,6,
0.9264,0.0100,0.1066,23,
0.1636,0.0337,12.8973,12,
0.0722,0.0034,8.0329,4,
0.3593,0.0519,3.4263,14,
0.1884,0.0070,16.1937,19,
0.3783,0.0038,0.4447,10,
0.1464,0.0175,6.3172,6,
0.0487,0.0085,34.9317,5,
0.1660,0.0812,15.4584,7,
0.2542,0.0055,0.6892,8,
0.1352,0.0002,1.0086,5,
0.8682,0.0114,0.1201,22,
0.2580,0.0448,7.5352,17,
0.0718,0.0015,2.5274,5,
0.3963,0.0568,3.4319,15,
0.2988,0.0118,4.4064,22,
0.3789,0.0011,0.5094,10,
0.1420,0.0212,7.8614,6,
0.1627,0.1004,14.4878,7,
0.2511,0.0041,0.5758,8,
0.1729,0.0134,3.6440,6,
0.8122,0.0028,0.4791,21,
0.2648,0.0416,8.5543,18,
0.0643,0.0042,8.0037,4,
0.4189,0.0373,2.4948,15,
0.2947,0.0059,1.5210,21,
0.4016,0.0055,0.3463,11,
0.1463,0.0130,5.0329,6,
0.1619,0.0440,15.7520,7,
0.2519,0.0100,1.4520,8,
0.1319,0.0015,0.6675,5,
0.8693,0.0047,0.0921,22,
0.0694,0.0044,10.0695,4,
0.0193,0.0042,106.8509,9,
0.3812,0.0244,2.3686,14,
0.3064,0.0108,5.2267,22,
0.3779,0.0056,0.4069,10,
0.1441,0.0120,4.6279,6,
0.0485,0.0105,43.9060,5,
0.1599,0.1043,14.6911,7,
0.2688,0.0063,0.7227,8,
0.1355,0.0014,0.6508,5,
0.8618,0.0068,0.1447,22,
0.2614,0.0413,8.8284,17,
0.0755,0.0001,0.7013,4,
0.3871,0.0174,3.4045,13,
0.2966,0.0079,1.3820,21,
0.3615,0.0030,0.8884,10,
0.2263,0.0316,4.8285,7,
0.1843,0.0439,12.8156,7,
0.2553,0.0116,1.4041,8,
0.1370,0.0014,0.5914,5,
0.8774,0.0093,0.1049,22,
0.2590,0.0447,7.7558,19,
0.0733,0.0046,10.5695,4,
0.3701,0.0158,5.2682,12,
0.2973,0.0084,6.4592,21,
0.3786,0.0024,0.2275,10,
0.1472,0.0164,5.9691,6,
0.1695,0.0872,14.9356,7,
0.2157,0.0062,1.2284,7,
0.1360,0.0014,0.6606,5,
0.9109,0.0123,0.2033,23,
0.0735,0.0013,6.9001,5,
0.0224,0.0037,76.5153,10,
0.3875,0.0119,3.1020,12,
0.2952,0.0081,5.6805,21,
0.3741,0.0036,1.1217,10,
0.1751,0.0803,15.0474,7,
0.1034,0.0385,19.4493,6,
0.1673,0.0697,15.6625,7,
0.2508,0.0060,0.8070,8,
0.1713,0.0017,0.4481,6,
0.8822,0.0035,0.0791,22,
0.2490,0.0413,7.8492,18,
0.0744,0.0012,2.1620,5,
0.3892,0.0087,0.9459,12,
0.2992,0.0100,7.6373,21,
0.3731,0.0027,0.5892,10,
0.1454,0.0193,7.1476,6,
0.1628,0.1069,13.9821,7,
0.2512,0.0053,0.8490,8,
0.1373,0.0009,0.3812,5,
0.8526,0.0086,0.1208,22,
0.2490,0.0444,7.2230,17,
0.0736,0.0017,3.4472,4,
0.4269,0.0086,0.6164,13,
0.3013,0.0119,7.1958,21,
0.1494,0.0002,0.0839,4,
0.3803,0.0024,0.8118,10,
0.1798,0.0885,12.2765,7,
0.1627,0.0499,15.8281,7,
0.2796,0.0153,1.8406,9,
0.1735,0.0101,2.6137,6,
0.8768,0.0112,0.1187,22,
0.0694,0.0039,9.1306,4,
0.0196,0.0045,114.5286,9,
0.4740,0.0194,0.7042,14,
0.3086,0.0141,12.7711,21,
0.3791,0.0065,0.5463,10,
0.1123,0.0412,19.1598,8,
0.1394,0.0196,7.4755,6,
0.1618,0.1003,14.8590,7,
0.2420,0.0055,0.7716,8,
0.1357,0.0040,1.8222,5,
0.9145,0.0114,0.1845,23,
0.0819,0.0033,4.9217,5,
0.0211,0.0033,90.5306,9,
0.5457,0.0396,1.0418,15,
0.1979,0.0081,2.3701,20,
0.4141,0.0034,0.1691,11,
0.1172,0.0392,19.0132,7,
0.2089,0.0202,6.0986,7,
0.1745,0.1006,13.7796,7,
0.2441,0.0061,0.9228,8,
0.1362,0.0020,0.8285,5,
0.8608,0.0051,0.1722,22,
0.2502,0.0433,8.7365,18,
0.0748,0.0010,13.5332,5,
0.5537,0.0527,1.3315,15,
0.3021,0.0118,5.8794,22,
0.1523,0.0034,1.2035,4,
0.3799,0.0025,1.6406,10,
0.1736,0.0823,12.3166,7,
0.1444,0.0615,17.4789,6,
0.2882,0.0204,2.2389,9,
0.1686,0.0033,6.9007,6,
0.8728,0.0171,0.2684,22,
0.0732,0.0011,34.1318,5,
0.0210,0.0032,102.8810,9,
0.6026,0.0646,1.4251,16,
0.2980,0.0093,8.7467,21,
0.3850,0.0022,1.0696,10,
0.0978,0.0440,20.5112,7,
0.1536,0.0236,7.4017,6,
0.1680,0.0951,14.6449,7,
0.2477,0.0084,1.1406,8,
0.1364,0.0004,0.3094,5,
0.8767,0.0089,0.0931,22,
0.2523,0.0437,7.5439,18,
0.0677,0.0019,10.0305,4,
0.5716,0.0581,1.5297,15,
0.3007,0.0139,5.8726,21,
0.3845,0.0022,0.6372,10,
0.1421,0.0136,5.1123,6,
0.1634,0.1001,15.0730,7,
0.2448,0.0036,0.4731,8,
0.1713,0.0123,3.3496,6,
0.8701,0.0099,0.2513,22,
0.0730,0.0014,2.1527,5,
0.0255,0.0032,81.8559,9,
0.6025,0.0662,1.5604,15,
0.2977,0.0109,13.2593,21,
0.2548,0.0032,1.4214,6,
0.3791,0.0047,0.4718,10,
0.2205,0.0324,5.0364,7,
